app_id,recommendationid,review,voted_up
,148807405,Why are you reading this? Do you honestly not know what Dark Souls is? Buy it and play it already.,True
,148804485,"What is there to say. 11/10, would die again.",True
,148804324,i can't get past this part😤😡😡😡😡🤬🤬😤😤,False
,148797939,pearl harbour 1941,True
,148793838,"Started with Elden Ring, going back and playing through all the Souls games minus Demon's Souls/Bloodborne because I don't have a Playstation, surely it'll come to PC soon right? My only frame of reference so far for Soulslikes is Elden Ring so if you don't like me comparing the two then stop reading.

I find it rather interesting that a lot of the DNA in Elden Ring can be found here in the original (sans Demon's Souls) in that there are a lot of diverging paths and exploration is on some level free-form. I was expecting a mostly linear experience but found it was actually pretty open-ended which was really neat, and stumbling randomly across new areas when I was just expecting a dead-end with some item was fantastic. The whole ""if you're stuck somewhere go some place else"" idea is present here as well, although the lack of fast travel until O&S ended up being really annoying for backtracking.

I was expecting to be more annoyed by the massive walks of shame but I got pretty used to them quickly. There are some that are more egregious than others, but the game teaches you to be patient and slow when exploring, so taking time to go back to the boss room wasn't as frustrating (unless I had to go through annoying enemies to get there.) The walks in this game make the run back to Placidusax look like child's play, since while it's pretty long with that fight, you can at least run past a lot of the enemies whereas in this game you often are pretty much forced to fight them unless you want to get stabbed in the back.

PvP is just as bad as Elden Ring, tried it out for a bit, and got teleport backstabbed by a gravekeeper UGS that one-shot me three times in a row before I gave up on trying to guess where he was on his screen due to latency. Speaking of, it's really neat and interesting to me that there are so many different PvP factions that often have unique mechanics. Makes me wonder what it was like in the hayday at peak activity. Kinda rare to get invaded in my playthroughs.

Damage scaling was a nice surprise but it took me one bricked build to realize that vigor is a stat you basically don't have to invest in for half the game. I got stuck on Moonlight on my first playthrough because my ZDPS dex build was failing to 6-round him and it was getting annoying. Read a thread that said you should be 3-rounding him and that re-speccing isn't in the game and got the hint. On my second I basically didn't even level Vigor at all for like half the game.

This game does Dual Bosses right which is a shame since Elden Ring seems to have deeply forgotten this methodology of design. O&S might be one of my favorite bosses now and it's comical to compare it to the foreskin duo in ER. That being said, while boss design in some respects is better, some are just kind of... bad? Capra Demon stands out to me since he's really aggressive and in a tiny room with two dogs that also rush you down, so there's basically nowhere to run and heal. Sure, you can just adapt by playing aggressive and using shield instead of trying to heal off all damage, but I can't help but feel like this fight would be more fun if you had A LITTLE more space between the enemies before they were on you and the arena were maybe... twice as large. with another arena that size placed horizontally? I don't know.

idk how to finish this off, I'll just say Claymore is my baby (love the rolling two-handed R1) and it's insane how they only have one ring slot in the game since one of them is permanently taken up by Ring of Favor and Protection. Moving on to Dark Souls 2 next, surely it can't be that bad right?",True
,148783970,"I have a kitten here. Friends who passed by can show affection by giving a like or a prize.
　　　　 　　 ＿＿
　　　 　　／＞　　フ
　　　 　　| 　_　 _ l
　 　　 　／` ミ＿xノ
　　 　 /　　　 　 |
　　　 /　 ヽ　　 ﾉ
　 　 │　　|　|　|
　／￣|　　 |　|　|
　| (￣ヽ＿_ヽ_)__)
　二つ,,,",True
,111299350,"DSR has its charm
just go slow, calm.
take your time",True
,148765662,Dark Souls  deserved its Golden Joystick Award as the Ultimate Game of All Time. It gets more fun as you get better.,True
,148764645,"One of my all time favorites. The multiplayer is annoying, but ya know, old school charm!",True
,83931356,"Have played through this game 2 times and the OG edition almost to completion a while ago. I quit my first time as I was not enjoying the whole feel of the game at all (I started out with DS2 back in the day and played that and DS3 before 1 which was a big reason for this) as it feels a bit slow and stiff nowadays. But I forced myself through eventually with DS1 R. I did not have alot of fun that time either, and especially in the second half as I did not even enjoy the gameplay, which is basically what carries that part of the game.

But this most recent time I actually had alot of fun which kind of surprised me. I do think it is due to me finally finding a weapon and playstyle that I actually enjoyed with the slower more deliberate gameplay. Earlier I went with dex/quality builds but this time I went full Zweihander and had so much more fun. Also inspired me to do a full playthrough of the series with Zweihander which I am currently very much enjoying.

The game itself is basically split into two parts. Everything up until Anor Londo is basically why this game is regarded as a masterpiece. More so in gameplay and the progression, as I do think the bosses are a bit of a mixed bag, even throughout the whole game in fact with not alot of truly great ones. But dang if the level design is not just incredible, and also the atmosphere. But the second half is actually kind of terrible. Bosses go from pretty good to the absolute worst I have met in a game and the levels are super uninspired in their design. The saving grace in the late game is the DLC which I think have the best bosses in the game by far (Artorias is really fantastic). I do not blame people for not getting through the second half (like myself lol), but I do think it is worth it in the end to get through it all.

Luckily I enjoyed the gameplay way more this time which made that second half much more enjoyable for me. Has very much opened up my eyes more why people still insist the first one is the best, even though it is such a flawed game. I still do not agree as DS3 is still my favorite due to it being great throughout, but at least I now like both DS1 and 2 the same (OG, not SotFS) as they both even out to a similar enjoyment level to me in the end (I liked DS2 way more than 1 back in the day, but I know that can be due to alot of nostalgia) I also think I would rather replay this than DS2 due this game being quite short in comparison. Pretty sweet game and series ofc.

8/10",True
,148761585,"Amazing game, but i can't recommend it",False
,148758560,its quite good. a bit hard though.,True
,148758014,This game stole identity and ruined my credit score. 10/10,True
,122899340,The souls are dark,True
,74935203,good game,True
,148747666,"No gain, just pain.",True
,148743282,everyone knows this is really good,True
,148352862,"This was my first Souls game. I had a really hard time getting into it. So much so that it took me three rage-uninstalls and four brand-new characters to finally commit to a full playthrough. But boy, when it clicked, it CLICKED. This is, in my opinion, one of the greatest games ever made. 

Pros:
-The level design is probably the greatest ever in gaming history. Every single area is a memorable experience. The game also rewards exploring these unique areas by giving you items, NPCs to talk to, and shortcuts that make your way to the boss easier and faster. 
-The enemy design, of both the common enemies and the bosses, is masterfully done. All of the bosses are unique. They look badass and creepy. 
-The soundtrack is amazing. I sometimes visit Firelink Shrine just to chill and listen to music.
-This is a FromSoft game. So, naturally, the combat is the strongest point of the game. It's rewarding and extremely fun. Getting better after every try against a boss and finally defeating them after hours of trial and error is the most satisfying thing I have ever experienced in any game I have ever played.

Cons:
-Some areas have just a little bit too much bullsh*t. Sometimes it can be helpful to just put the game down, clear your mind, and come back the next day when you feel frustrated about some of that bullsh*t. 
-The game can be too vague at times. [spoiler] Accessing the DLC is an entire quest for no reason at all. I also remember needing to check a guide to find the door that went to the Lower Undead Burg after running around like a mad man trying to find a big door. [/spoiler] But 95% of the time, the game will reward your exploration, and you will eventually find a way to progress.

Amazing game with a great lore. Made me fall in love with the franchise. 
9/10.




",True
,148739827,Timeless masterpiece. Changed my life. Thank you Dark Souls.,True
,148732126,"Dark souls a game that puts you into tough challenges, tip always spend your souls after you win large chunks of fights or bosses, DO NOT HORDE them, unless your level is higher. It can bite you back if you get to confident.

Also be warned new coming players.
Players with larger hours on the game will invade you with 99 humanity, fully upgraded armor and weapons, at a low level. 

They are called twinks, Run back to the closest bonfire and jump off the cliff, you can block them through the steam player recent play list, to never be invaded by them again, They completely ruin anything PVP wise, you will get one shotted no matter what. You can also deny them by entering boss rooms.

If those are looking for a solo experince to ignore it, set your game offline, but this removes message and bloodsplats, same for co-op summons.",True
,148733483,Going back to the OG feels like comfort food.,True
,148732305,One of the GOAT,True
,148729470,I've played 41 hours in 4.5 days. Dark souls 1 and 2 are some of the finest single player games I've ever known.,True
,148715505,"Crossbreed Priscilla feet, Plin Plin Plon, and Good girl Sif 10/10",True
,141479085,The Dark Souls of Dark souls games.,True
,148714518,Good game,True
,148714108,Mad / 10.. Recommended,True
,148705992,Good game. Would recommend to those who are okay with dying being a part of progression.,True
,148703897,"My first ever playthrough of the game and i can safely say that this game is super fun, but will whip your a%# all the way through. Originally tried playing over a year ago but gave up after first non tutorial boss but just gave it another go and am so glad i did. Also plenty of replay value and tons of challenge. Will say don't get this game if you want an easyish game as there are almost none of those in this game. Praise the Sun!!!!",True
,148703197,bed of chaos.,False
,148702553,masterpiece,True
,148698532,"Dark Souls 2 is bantha poodoo if you want to experience a fun game play Dark Souls 3 or Dark souls 1, do not pay attention to the people that wanna be german soldiers form 1945 your better than that!!!!!!",True
,148697984,need tail,True
,148695636,"Be safe friends, and don't you dare go hollow.",True
,148688513,BANGER TITLE ALERT ‼️‼️‼️‼️‼️‼️‼️‼️‼️,True
,148688210,"it has black, and silver knights.",True
,148678985,"Just starting with the Souls series, this is truly a masterpiece. Highly recommend it. Great game.",True
,148670676,plin plin  plon,True
,148667317,"I want to smash the fair lady and her sister
oh yeah the game is decent too but the objectively better sequel makes this  feel like slobozia gaming",True
,148657866,"
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠒⢶⣆⠀⠀⠀⢰⣇⠀⠀⠀⠀⣸⡇⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⣸⡛⡆⠀⠀⡜⣿⠀⠀⡔⡩⡲⠃⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⢦⣄⠀⠀⢡⢣⡓⠤⡀⡇⡇⡇⠀⡆⠸⡅⠀⠀⣠⡴⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠻⡻⡢⢄⠑⡌⢣⣹⣁⣇⣸⡔⣡⢀⣇⠤⣺⠟⠀⠀⠀⠀⠀⠀
⠴⢿⣲⣄⠀⠀⡱⡌⢢⡩⠛⠉⠀⠀⠀⠀⠈⠑⠿⡡⢊⠎⢀⡤⣔⣢⠄⡺⠀
⠀⠀⠻⣏⠉⠭⠬⣉⠞⢀⠤⢤⣤⡄⠀⣄⣠⢤⢄⡙⡟⠐⡫⢊⠖⠉⠉⠀⠀
⠀⠀⠀⠈⢉⣉⡱⡞⠰⣥⣾⣿⣿⡏⠀⡿⣿⣻⣷⠬⠸⣭⣔⡊⠀⠀⠀⠀⠀
⠤⠴⢶⣭⠥⠤⠤⡇⠀⠀⠀⠁⠠⡖⠀⠷⡄⠁⠀⠀⠀⠧⠀⣈⣩⠿⠶⠆⠀
⠀⠀⠀⠀⣨⢟⣛⢿⠀⠀⠀⠀ ⠘⣛⣒⡋⠁⠀⠀⠀⣸⠻⡁⠀⠀⠀⠀⠀⠀
⠀⣠⠤⠴⡣⣫⠄⡾⢣⡀⠀⠛⠙⢟⣛⣻⠋⠀⠀⡰⣍⠓⣒⣫⢷⡄⠀⠀
⢸⠟⠛⠓⠒⠁⡘⠠⢊⡩⢲⠤⣦⣄⣉⣀⣠⢴⣯⡑⢌⢫⠉⠈⠫⠷⠶⠂
⠀⠀⠀⠀⠀⣼⣴⠔⠁⢇⠘⠰⠹⡈⡇⣼⠘⡜⢄⠉⠒⢕⣷⡀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠐⠋⠀⠀⠀⡼⡀⡆⠀⡇⣧⠃⠑⠺⡱⢣⠀⠀⠈⠳⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⡎⣮⠞⠀⠀⢸⣿⠀⠀⠀⣧⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⢷⠁⠀⠀⠀⠰⠇⠀⠀⠀⠙⠾⠶⠀⠀⠀⠀⠀⠀⠀⠀

⡠⠄⠀⠀⠀⠀ ⠀⠀
⢸⣀⠜⢄⡀⠀⠰⣶⣤⣀⠀⠀⣠⠔⠚⢛⣛⣦⡀⠀⠀⠀⠀⠀⠀⡐⠉⠉⢶⠄
⠈⢅⠀⡈⠱⣄⠀⠈⠛⠻⢷⡎⡡⣶⣿⣿⣿⢿⣿⡀⠀⠀⠀⠀⣴⣯⣝⣲⠊⠀
⠀⠀⠠⢅⢀⡎⣷⣄⠀⠀⠀⢿⡰⠊⠁⠀⠸⡼⡏⣇⠀⠀⢀⣾⣿⣿⣿⡏⠀⠀
⠀⠀⠀⠈⢻⣾⣿⣿⣷⣤⣀⣼⣧⡀⠀⣠⠴⣗⣳⣼⣄⣴⣿⣿⣿⣿⠟⠀
⠀⠀⠀⠀⠀⠻⣿⣿⣿⣿⣿⣿⣿⣿⣶⠏⢹⠁⠀⡟⢹⢿⣿⣿⣿⡟⠀⠀
⠀⠀⠀⠀⠀⠀⠈⠻⣿⣿⣿⣿⣿⣿⣿⠦⢅⣀⣨⣤⠴⡞⣿⣿⡟⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠘⠻⣿⣿⣿⣿⣿⠈⠲⢦⡾⣛⣾⣁⣸⠋⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠘⡍⡿⠟⢻⡔⠚⠚⣷⣼⣾⠉⢹⠃⠀⣀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢱⣷⠀⠀⢧⠀⠸⠋⠸⠌⠃⢸⠀⢰⣿⠃⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠹⣧⠀⣸⣤⣤⣶⣶⣶⣶⣾⣤⣿⠃⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢻⣿⣿⠿⠿⠿⢿⣿⣿⣿⣿⣿⣦⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣾⠃⢸⠀⠀⠀⠀⠀⠀⠉⣿⠿⠏⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢰⢹⠀⢸⠀⠀⠀⠂⠁⠀⠀⢿⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣇⢸⣤⣼⣀⣄⣀⡀⡀⢀⣀⡸⠄⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣿⣿⠟⠉⠙⡿⠋⢹⠇⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣿⣅⣀⣀⣤⡷⠶⡿⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⢸⠃⣸⠃⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣷⠀⠀⠀⣿⢠⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠸⡄⠀⢰⣇⣸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡟⠛⠛⢯⡉⢳⡀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠳⠤⠤⠬⠏⠉⠀⠀⠀",True
,147823471,Bed of Chaos,False
,148654000,One of the greatest pieces of video game media ever created,True
,148644693,"I have said ""This game sucks"" audibly while playing this game, so you know it's gotta be good",True
,148641119,Good,True
,148636594,needs a battle royal mode.,True
,109824834,They call me john dark soul,True
,148629845,I abused havel armor and black knight halberd,True
,148625705,"Good game, good old dark Souls",True
,73788819,"Honestly, the souls games are basically really good 3D metroidvanias with secret bosses and hidden secrets, but everything tries to kill you and you cry a lot when you get to Ornstein and Smough",True
,148615481,"Stuff hits you, you die. 
You hit stuff, they die.
You read descriptions, you cry.",True
,148612725,"this game gives you feeling of an adventure: no maps, very few directions, unexpected enemies and shortcuts everywhere, just don't read online manuals and guides

amazing

combat is relatively simple compared to sekiro or elden ring, but it's good enough to still be enterntaining in 2023",True
,42268649,Lazy made cash grab with all the same problems as the original for only $56.95. Should have been free like the Darksiders and Skyrim remasters. (ONLY BUY THIS FOR THE DS3 STYLE MULTIPLAYER SYSTEM),False
,148603026,"While the fluidity of the combat in this game does not meet that of Elden Ring or Dark Souls 3, there is one thing that pretty much makes up for that in its entirety. The world exploration of Dark Souls is some of the best out there. As someone who went from ER to DS3 to DS2 to DS, I was initially worried about not having fast travel*, but I found that the inter-connectivity of the world completely makes up for it. While you have to do a lot more running than other Fromsoft games, it actually becomes enjoyable because you are finding all these cool ways to connect different parts of the world with each other in order to make travel easier. 

When it comes to combat, this game doesn't fall short either. While I personally believe it is worse than ER or DS3 combat, the slower, heavier feel of Dark Souls can be more enjoyable to others. It is also certainly better than DS2 combat. 

*You enable fast travel at a later point in the game",True
,148602600,nice,True
,148599799,classic,True
,148590331,I genuinely hate this game because of the level design. 10/10,True
,148587038,it good game get gAME HAVE FUN TIMES,True
,148583836,im just a hollow dirtbag baby,True
,103656847,Amazing game.,True
,148580141,"""The Way I See It, Our Fates Appear To Be Intertwined.""",True
,148578639,Horrible platform design,False
,148576451,"This game made me feel incredibly violent and caused me to aggressively harass my family for weeks.

Loved it, can't wait to play it again!",True
,147324388,"Finished the game for the first time. Amazing game play, story and mechanics. 10/10. will go for the second ending soon
Edit: Got all achievements in 124hrs, not a speed run but still a flex",True
,148571291,"It's the ultimate game of all time for a reason. I wouldn't say it's for everyone, but it is an incredible game that I will always hold close to my heart.",True
,148569347,My favorite game,True
,148569130,don't know how but axel managed to throw my games here as well,True
,148568789,EZCLAP,True
,89250240,good,True
,148558365,"Boot up the game for the first time, unable to connect to the server cannot retrieve system info, try reloading, try reverifying files. finally, look up what other says (You have been soft-banned). Amazing how I can be soft banned with 5 mins of game time all spent trying to login and having no save files, cannot access information or perform other method. 

Wow, amazing severs its so great that I cant play this game online its just like im playing the game for the first time on my ps3 when I didnt have wifi truly the perfect port.",False
,148556445,good shit,True
,148548565,"This game is officially the Ultimate Game Of All Time by the Golden Joystick Award

It's a masterpiece",True
,148540142,It is always great to return to ds1,True
,148527672,"worst game ever made, simple
",False
,148524558,Just play it already.,True
,147520705,"When you play DS1, if you have already finished playing DS3, as likely as not, you can feel the hilarious feeling in this game as well as when you played DS3. And this game has some kinds of disadvantages, like you can't use the function of a fast moving bonfire. Then have a great time with Solaire of Astora :))",True
,148519278,Plin Plin Plon,True
,148507260,Whoever thought of Bed of Bullsh*t ruined this game,True
,148516571,"Lots of welcome QoL changes added that the original PC release was sorely lacking, such as 60fps without physics bugs, L3 jump, and items not automatically filling the hotbar.",True
,148516202,yea its a good game.  i like,True
,148515228,realmente esse e o dark souls dos dark souls,True
,148510511,PRAISE THE SUN,True
,148510110,"Is this a good game? 
Yes.

Is this game enjoyable?
If you enjoy strapping elastic bands around your nuts, you will enjoy this game.",True
,148501371,nah,False
,148500997,9/10,True
,148497901,THE worst dark souls game in the series,False
,148496486,"Since we have much better FromSoftware games like Bloodborne, Sekiro and even Demons Souls Remake, I see little reason to play this obtuse game.",False
,148492104,It´s POGGERS.,True
,148486755,this is the dark souls of video games,True
,148480960,"Taxation is theft

-John DarkSoul
",True
,148477304,havel gaming,True
,148476158,"Wiki needed ahead 

Great game but fuck manus combo",True
,148475962,its sick,True
,148472670,fire ass story,True
,148472264,the best,True
,148471230,"It's... Dark Souls. Amazing level design for the first half of the game, shame the second half was rushed. 
Don't pick thief or master key on your first playthrough, those two things will ruin the sense of exploration and unlocking paths through the world.
Don't level resistance. Every stat you level increases your resistance to almost every damage type.
",True
,148469198,"Dark Souls.

The worst great videogame I have ever played.

Do you want to to fight your way through poison swamps, treacherous cliffs, and lava lakes, all whilst only being able to dodge in 4 directions. Do you want to get lost, wonder what the hell you are supposed to do to progress, only to figure out you need to spend 20,000 souls, kill a giant wolf, and loot some dead guys grave just to get a ring that lets you fall through a very dark pit? Do you want to fight two bosses at once, or one incredibly frustrating flaming tree? Do you want to fall off of cliff after cliff after cliff, or get stuck in a corner and beat to death. Do you hate dogs? Do you like big booby women? Do you hate yourself? Do you love torture.

If you answered all of these questions with ""Yes, I DO!"", rethink your life. If that doesn't fix you, play dark souls.

I hate this game but I had so much fun playing it.",True
,148469111,nada que las otras personas no han dicho antes es un juegazo que todos deberian jugar al menos 1 vez en su vida,True
,148468385,Plin plin plon,True
,148468311,"Not bad. 
It's fun, challenging, sometimes frustrating. It's Dark Souls.",True
,148465666,"What a triumph! This game is far from perfect, but despite it's flaws, this is one of the best game play experiences I've had. I mean, I played this after beating Elden Ring several times over, beating bloodborne, beating Dark Souls 3, and I gotta say....damn this was hard. pretty challenging just because the pacing is so different from those other titles mentioned and it's retraining my brain and when I need to dodge roll or attack. 

A masterpiece title and one that I'm glad I experienced in an already amazing year for games.

8.9/10",True
,148465446,"Best game series out there, the first of the three. =) Amazing",True
,148463431,Plin Plin Plon,True
,148463304,"This is the best way to experience Dark Souls 1 - one of the best games From Software ever made. The world building is absolutely perfect, I still remember the routes and could roam the world for hours. Some of the most iconic bosses of the whole Soulsborne-Universe.",True
,148463189,the only real game,True
,148457146,"Very charming, down to earth feel on one hand that somehow feels completely at home alongside the magnificence on the other! Ash lake is my favourite place in fantasy!",True
,148454278,"Definitely worth the hype, although a bit clunky and rage inducing (especially the dlc bosses), I thoroughly enjoyed this game and the challenge it provided. The world and environment is also really beautiful despite being in such a bleak state",True
,148452659,Hard but great game,True
,148450596,good,True
,148449899,"جيدة 
6/10
الرسوم مقبولة 
القصة سيئة 
القيمبلاي و تصميم المراحل ممتع 
الزعماء قتالهم سهل وممل 

اللعبة في نهايتها تصل الى الملل منها خلاص ماودك تكمل مع انها ليست بالطويلة اصلا
___
الجزء الثاني متفوق بشكل كبيير عن الجزء الاول 
",True
,148446971,"i beg you, play this game",True
,148441181,Speedrun with Black Knight Halberd: The Game,True
,148440392,"this is my first souls game and it got me hooked to the series. Love it, love it, DS3 is the best but this is the start of that beautifull hard and fun jurney <3",True
